,Unnamed: 0,customer_lifetime_value,income,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,total_claim_amount
8338,8338,4063,46928,102,31,15,1,1,631
8339,8339,10357,68309,131,27,67,0,9,306
8340,8340,29194,35296,126,19,11,0,2,452
8341,8341,17497,12646,73,9,94,0,2,350
8342,8342,4471,93506,68,35,98,2,9,489
8343,8343,4157,79108,110,4,61,0,1,528
8344,8344,15506,99159,190,7,14,0,5,912
8345,8345,8579,21829,111,6,59,0,3,532
8346,8346,4720,26277,61,17,30,0,4,292
8347,8347,4755,72193,118,1,46,0,1,552
8348,8348,9011,63885,114,0,17,0,8,86
8349,8349,13117,84311,111,11,98,4,2,532
8350,8350,9575,79756,134,13,11,0,6,643
8351,8351,5054,79297,64,34,64,0,6,72
8352,8352,10179,14290,271,20,40,0,1,1300
8353,8353,8478,53234,109,27,37,0,7,1212
8354,8354,5619,41878,71,5,15,0,8,161
8355,8355,10781,73026,67,29,81,0,2,321
8356,8356,8427,46503,215,4,21,1,1,1032
8357,8357,12427,15818,107,24,99,0,2,333
8358,8358,7693,54665,97,0,60,1,3,99
8359,8359,5389,66429,136,35,93,0,1,57
8360,8360,3023,28383,81,11,20,0,1,258
8361,8361,7517,37695,96,17,3,0,3,460
8362,8362,14019,36733,71,21,28,0,2,327
8363,8363,10758,19382,94,31,18,0,2,676
8364,8364,4811,86830,136,11,30,1,1,569
8365,8365,8630,60485,122,19,72,2,3,585
8366,8366,3087,41273,77,16,19,0,1,221
8367,8367,15328,90591,138,1,34,0,2,688
8368,8368,5642,68654,71,32,21,2,9,208
8369,8369,4173,63531,117,10,37,0,1,842
8370,8370,2500,56172,64,0,74,0,1,307
8371,8371,14754,26486,128,18,5,1,2,614
8372,8372,4330,39660,107,3,46,0,1,416
8373,8373,22062,17390,225,28,53,3,2,1620
8374,8374,4731,63520,64,14,92,0,7,307
8375,8375,6862,56779,86,21,16,0,3,435
8376,8376,5200,90167,131,31,42,0,1,523
8377,8377,5123,89879,63,17,20,0,3,94
8378,8378,4109,86657,103,22,51,0,1,316
8379,8379,5764,21195,72,23,10,0,9,345
8380,8380,2821,73339,71,0,61,0,1,244
8381,8381,13883,70482,197,3,85,0,9,1418
8382,8382,5907,87796,74,23,10,0,4,355
8383,8383,2933,89717,83,23,62,0,1,199
8384,8384,26197,18495,113,10,15,0,2,542
8385,8385,21886,43000,109,27,9,0,2,676
8386,8386,2872,57749,74,31,21,0,1,355
8387,8387,3818,25221,103,10,41,5,1,616
8388,8388,4803,37313,62,34,39,0,6,246
8389,8389,7334,30969,63,26,79,1,2,358
8390,8390,9816,37256,62,15,7,0,2,128
8391,8391,7403,19064,98,23,35,1,7,136
8392,8392,4529,94757,112,0,25,0,1,5
8393,8393,10425,68563,131,6,44,1,3,350
8394,8394,5104,77025,64,18,44,2,3,380
8395,8395,3571,64980,96,19,30,0,1,438
8396,8396,3372,93489,84,16,72,0,1,104
8397,8397,2655,31796,68,27,16,0,1,377
8398,8398,2721,97719,67,6,82,0,1,318
8399,8399,2846,28919,72,18,11,0,1,518
8400,8400,9429,43811,117,24,10,0,4,571
8401,8401,7821,15374,114,27,39,0,4,914
8402,8402,6940,38825,62,31,30,1,2,297
8403,8403,13610,50144,114,0,35,0,2,786
8404,8404,5201,25102,69,1,79,0,4,331
8405,8405,13350,28919,173,5,88,0,3,830
8406,8406,5551,56872,69,20,99,0,9,192
8407,8407,3303,29385,88,18,8,2,1,422
8408,8408,17484,78362,73,16,66,0,2,525
8409,8409,8838,82664,114,21,10,0,9,133
8410,8410,7613,24982,109,20,52,4,7,523
8411,8411,7575,57256,109,30,87,0,4,784
8412,8412,10215,18150,67,17,34,0,2,220
8413,8413,2840,48639,74,17,73,0,1,402
8414,8414,2515,39718,65,1,55,2,1,366
8415,8415,4296,61737,107,21,65,0,1,495
8416,8416,7777,46182,65,23,27,0,2,2
8417,8417,5595,19651,72,3,68,0,5,345
8418,8418,2451,26840,64,1,47,2,1,307
8419,8419,3745,59732,94,0,54,0,1,135
8420,8420,11820,86801,98,5,20,0,2,371
8421,8421,8763,20132,86,14,61,0,2,412
8422,8422,7035,86642,87,14,12,0,9,234
8423,8423,22425,22537,64,24,87,1,2,307
8424,8424,7873,22355,71,27,9,3,2,340
8425,8425,3241,89196,81,17,52,0,1,41
8426,8426,2574,34990,65,23,73,0,1,42
8427,8427,9332,58007,81,23,71,0,2,518
8428,8428,5058,82504,134,32,27,0,1,643
8429,8429,2529,89129,64,24,93,0,1,328
8430,8430,15923,64429,133,1,58,2,2,222
8431,8431,7078,23222,90,10,66,0,4,252
8432,8432,2902,23893,73,19,21,0,1,186
8433,8433,10339,67134,131,5,63,1,6,277
8434,8434,55277,40740,198,19,60,0,2,950
8435,8435,5321,67431,136,28,17,1,1,652
8436,8436,9753,17514,127,2,5,0,3,8
8437,8437,7429,93224,101,6,43,0,9,549
8438,8438,14024,81872,115,10,55,0,2,256
8439,8439,8404,48315,71,34,56,0,2,340
8440,8440,5507,74960,69,11,44,1,3,107
8441,8441,4122,75272,103,22,10,0,1,71
8442,8442,2821,48442,77,32,0,0,1,436
8443,8443,10213,60078,127,23,60,0,3,140
8444,8444,4018,57491,112,26,27,0,1,544
8445,8445,3761,36350,106,25,47,1,1,1116
8446,8446,39769,16645,117,19,92,0,2,696
8447,8447,8456,72033,90,14,16,3,2,648
8448,8448,17817,88361,68,4,71,0,2,256
8449,8449,21569,23909,119,21,86,0,2,571
8450,8450,13869,28432,118,1,59,0,2,612
8451,8451,14514,88753,181,6,21,0,3,868
8452,8452,20998,71663,74,23,22,0,2,84
8453,8453,11430,93210,71,35,62,0,2,74
8454,8454,5564,46507,73,17,32,4,3,325
8455,8455,8719,21013,116,7,73,1,7,556
8456,8456,26416,85537,108,4,91,0,2,285
8457,8457,3663,61894,91,3,21,0,1,436
8458,8458,3572,56768,92,11,57,0,1,441
8459,8459,5548,67798,69,1,78,0,9,331
8460,8460,7269,20407,95,33,6,2,8,36
8461,8461,8535,55790,111,4,40,0,9,117
8462,8462,7511,91238,70,9,96,0,2,340
8463,8463,7373,44938,183,7,37,0,1,2069
8464,8464,4272,81132,107,19,52,0,1,419
8465,8465,6032,91014,86,4,56,0,8,412
8466,8466,2321,11957,65,4,7,1,1,468
8467,8467,4757,67486,118,3,26,0,1,529
8468,8468,2448,33088,69,7,68,0,1,331
8469,8469,9420,47048,118,0,37,0,3,566
8470,8470,2397,22283,65,16,93,0,1,572
8471,8471,5322,33681,138,13,21,1,1,873
8472,8472,5697,27048,72,5,85,0,4,345
8473,8473,4633,29105,117,28,31,0,1,272
8474,8474,5515,76326,79,5,62,0,7,379
8475,8475,2874,44084,72,26,87,0,1,243
8476,8476,19896,60420,248,8,74,0,8,632
8477,8477,3214,53984,80,15,62,0,1,421
8478,8478,2677,56536,67,10,63,0,1,301
8479,8479,4118,69379,103,14,79,0,1,494
8480,8480,16979,35095,73,25,56,0,2,525
8481,8481,3649,42468,104,1,50,0,1,748
8482,8482,5363,36357,68,28,96,0,6,17
8483,8483,4721,65414,67,20,38,0,8,482
8484,8484,10720,34837,139,4,2,1,4,667
8485,8485,7440,34137,62,6,9,0,2,297
8486,8486,12723,34665,64,29,58,0,2,450
8487,8487,5838,55419,72,31,45,0,9,171
8488,8488,7325,20757,102,6,74,3,9,216
8489,8489,7498,83563,66,5,17,0,2,316
8490,8490,11944,33760,102,24,11,0,2,123
8491,8491,7778,25970,72,18,30,3,2,430
8492,8492,17857,55437,64,5,78,1,2,445
8493,8493,2484,42012,63,13,84,0,1,40
8494,8494,6008,43543,76,11,62,0,8,339
8495,8495,4645,42532,118,13,32,0,1,200
8496,8496,9581,75606,119,6,97,0,7,571
8497,8497,3443,16208,93,22,20,0,1,446
8498,8498,2452,32764,61,30,23,0,1,292
8499,8499,5677,45345,72,28,86,0,3,99
8500,8500,2650,39035,68,15,65,0,1,244
8501,8501,10004,98871,89,6,55,0,2,640
8502,8502,11009,51643,283,16,43,0,1,1358
8503,8503,2538,18608,71,13,24,0,1,340
8504,8504,8221,13376,108,13,75,0,4,774
8505,8505,19160,22705,239,19,59,0,7,1294
8506,8506,5657,17535,152,12,89,0,1,729
8507,8507,8237,48866,103,12,76,0,3,494
8508,8508,6191,93307,199,9,29,0,1,955
8509,8509,5504,56628,73,26,45,0,5,350
8510,8510,5275,70446,65,31,99,0,9,155
8511,8511,12500,52159,165,16,43,0,3,792
8512,8512,5871,11122,80,24,20,0,7,871
8513,8513,10484,61108,89,22,93,0,2,49
8514,8514,10408,20228,101,3,43,1,2,523
8515,8515,5709,75650,71,24,53,0,8,104
8516,8516,8400,20870,72,20,90,0,2,345
8517,8517,8532,30092,108,33,90,0,9,192
8518,8518,5208,32046,74,35,2,0,3,532
8519,8519,10986,96721,138,4,50,1,7,662
8520,8520,21205,24930,76,7,16,0,2,364
8521,8521,4845,69513,65,7,14,0,6,129
8522,8522,4619,95301,114,34,43,0,1,547
8523,8523,7240,32818,93,17,39,0,8,446
8524,8524,8432,87728,70,24,65,0,2,201
8525,8525,15277,38183,191,21,14,0,8,981
8526,8526,4744,20698,68,21,72,5,5,248
8527,8527,5308,12591,73,9,43,0,3,525
8528,8528,4894,67436,61,6,28,0,4,292
8529,8529,16304,90008,137,13,3,0,2,406
8530,8530,2592,35705,65,19,45,0,1,312
8531,8531,7349,27072,93,24,27,0,8,565
8532,8532,13727,87440,126,12,4,0,2,604
8533,8533,2567,40864,65,2,75,0,1,9
8534,8534,4196,18052,111,31,71,0,1,699
8535,8535,9031,82398,122,15,47,0,9,650
8536,8536,3102,21235,79,18,56,0,1,244
8537,8537,5781,69512,72,3,62,0,5,196
8538,8538,3305,40778,86,1,59,0,1,412
8539,8539,19849,48559,286,3,3,0,9,2059
8540,8540,6360,41195,160,32,33,0,1,323
8541,8541,8749,52373,111,2,37,0,9,186
8542,8542,5129,72433,126,34,48,0,1,343
8543,8543,2667,94041,66,14,11,0,1,159
8544,8544,2533,53988,64,10,17,0,1,206
8545,8545,7627,26936,74,1,52,1,2,807
8546,8546,3369,39754,85,2,35,0,1,62
8547,8547,4191,49749,64,3,53,1,7,535
8548,8548,6877,17237,96,25,71,0,6,460
8549,8549,5207,74627,65,21,61,0,6,176
8550,8550,7090,45254,93,4,25,3,4,446
8551,8551,7109,69700,181,9,49,0,1,645
8552,8552,29049,21070,195,6,47,0,2,1404
8553,8553,8591,99862,128,4,24,0,6,1448
8554,8554,5534,71560,69,14,46,0,5,178
8555,8555,8169,32799,104,7,27,0,3,499
8556,8556,10831,23202,96,29,59,0,2,460
8557,8557,10014,74489,124,11,36,0,3,128
8558,8558,3299,66114,92,12,6,4,1,178
8559,8559,4922,18095,69,2,76,0,3,331
8560,8560,15328,25889,138,1,34,0,2,688
8561,8561,5441,85702,67,9,74,0,6,249
8562,8562,6846,20769,95,13,20,0,5,456
8563,8563,16979,35095,73,25,56,0,2,525
8564,8564,8818,68647,136,10,75,0,3,1237
8565,8565,3495,10275,97,10,8,0,1,465
8566,8566,2982,79523,74,34,40,0,1,132
8567,8567,38410,71644,105,19,83,0,2,504
8568,8568,2827,13610,74,7,64,0,1,355
8569,8569,3103,74665,78,10,90,2,1,236
8570,8570,8395,62565,110,22,72,0,9,161
8571,8571,6081,20333,87,24,23,0,7,626
8572,8572,7901,76158,113,35,83,0,5,1258
8573,8573,4014,37384,99,35,17,2,1,475
8574,8574,22103,94130,102,35,48,0,2,489
8575,8575,8378,40994,106,8,94,0,8,60
8576,8576,7587,54532,69,17,60,0,2,460
8577,8577,11044,29696,139,17,41,0,3,478
8578,8578,5800,25472,73,5,86,0,9,350
8579,8579,9709,23624,133,11,30,0,7,827
8580,8580,7413,52130,62,17,54,0,2,124
8581,8581,16979,35095,73,25,56,0,2,525
8582,8582,8343,64127,71,31,19,0,2,72
8583,8583,5075,18202,73,28,8,0,3,350
8584,8584,7096,67735,88,33,87,0,3,3
8585,8585,15759,55800,66,12,91,0,2,473
8586,8586,5007,97230,73,24,69,1,3,655
8587,8587,5363,43879,69,19,60,0,5,242
8588,8588,4160,89326,61,3,58,0,5,292
8589,8589,2381,78185,61,23,54,0,1,292
8590,8590,8200,25381,71,22,62,0,2,340
8591,8591,5348,25545,69,19,49,0,9,331
8592,8592,8509,26057,74,3,63,0,2,523
8593,8593,5932,48278,74,3,7,1,4,98
8594,8594,13334,47950,170,23,86,1,8,780
8595,8595,2437,34759,61,30,84,0,1,302
8596,8596,7150,63651,92,19,10,0,3,224
8597,8597,5329,99839,66,17,12,0,3,468
8598,8598,7712,27816,118,4,90,5,3,566
8599,8599,2615,54314,66,13,98,0,1,282
8600,8600,5963,94115,74,28,41,0,8,409
8601,8601,6674,42774,189,23,14,0,1,1737
8602,8602,7532,41458,98,6,67,0,3,191
8603,8603,4683,25187,121,8,79,0,1,580
8604,8604,8105,99769,74,15,61,0,2,232
8605,8605,12244,46396,103,11,79,1,2,384
8606,8606,8161,45270,70,11,63,0,2,46
8607,8607,4548,90212,132,5,88,3,1,950
8608,8608,5285,23422,72,25,76,0,3,518
8609,8609,4650,33017,68,17,66,0,3,722
8610,8610,8676,76214,72,7,48,0,2,202
8611,8611,2936,44369,77,7,35,3,1,362
8612,8612,3167,55331,92,8,50,0,1,662
8613,8613,3435,99711,95,18,75,0,1,679
8614,8614,13024,26312,110,29,19,1,2,565
8615,8615,8260,33321,105,6,2,0,3,504
8616,8616,4842,35127,62,9,21,0,5,297
8617,8617,21435,20668,188,34,54,3,2,902
8618,8618,2423,15585,65,22,24,0,1,67
8619,8619,4169,35457,105,0,93,0,1,641
8620,8620,4426,29660,112,29,71,0,1,334
8621,8621,3600,25147,101,7,54,0,1,694
8622,8622,16874,55390,71,34,29,0,2,256
8623,8623,17788,73339,89,34,13,0,2,17
8624,8624,5475,88251,68,3,2,0,3,267
8625,8625,8742,71592,72,15,18,0,2,141
8626,8626,5206,52629,65,30,22,0,6,136
8627,8627,4768,51144,61,28,32,1,9,223
8628,8628,5821,60087,74,21,23,0,3,355
8629,8629,5614,40417,71,34,4,1,8,130
8630,8630,2064,60530,61,6,30,0,1,292
8631,8631,7370,67871,61,1,21,0,2,10
8632,8632,10575,47660,105,7,91,0,2,756
8633,8633,8383,68717,70,4,33,0,2,810
8634,8634,2640,97666,66,16,60,0,1,136
8635,8635,7771,58467,65,30,90,0,2,452
8636,8636,4655,33339,67,18,44,0,3,482
8637,8637,5761,28919,73,11,76,0,5,207
8638,8638,4130,26576,66,30,29,2,3,523
8639,8639,6305,20061,65,3,91,2,2,468
8640,8640,5285,22627,67,19,43,0,8,321
8641,8641,13736,16181,181,22,79,0,8,1261
8642,8642,5799,60689,74,11,67,1,7,5
8643,8643,4014,37384,99,9,17,0,1,475
8644,8644,9366,60613,240,3,52,0,1,1152
8645,8645,11772,51008,74,5,95,0,2,355
8646,8646,3934,20920,103,25,88,0,1,494
8647,8647,7388,28812,93,17,7,0,8,425
8648,8648,7716,54612,107,2,93,0,4,1166
8649,8649,7901,99711,98,15,24,0,7,11
8650,8650,3349,78092,84,34,13,0,1,344
8651,8651,2565,68321,66,31,44,0,1,198
8652,8652,17646,36900,61,21,28,3,2,109
8653,8653,2886,10312,78,10,63,0,1,486
8654,8654,13464,83392,112,20,34,0,2,523
8655,8655,3223,70277,80,23,4,0,1,84
8656,8656,2763,56274,69,32,5,0,1,384
8657,8657,5387,97316,67,13,18,0,7,309
8658,8658,4698,27985,117,8,90,0,1,561
8659,8659,8473,41274,116,0,8,2,8,1148
8660,8660,4633,50250,117,3,93,0,1,561
8661,8661,4983,60415,62,10,31,0,5,72
8662,8662,6689,56980,84,33,70,0,7,599
8663,8663,6314,54408,79,29,17,0,4,288
8664,8664,16473,22828,106,11,54,0,2,508
8665,8665,2443,38095,69,2,55,0,1,124
8666,8666,4281,23712,106,2,12,0,1,508
8667,8667,4334,23904,123,1,67,3,1,590
8668,8668,3886,30179,112,13,59,0,1,1185
8669,8669,8923,98044,73,5,53,0,2,347
8670,8670,4957,10194,65,34,35,0,4,312
8671,8671,7379,61584,61,6,93,2,2,205
8672,8672,4538,49821,61,26,48,4,3,333
8673,8673,10963,55687,276,33,91,0,1,1324
8674,8674,3090,23970,77,9,19,0,1,43
8675,8675,4484,83651,65,22,44,0,8,463
8676,8676,13197,22983,68,19,2,3,2,326
8677,8677,8219,28445,103,18,72,0,6,427
8678,8678,3193,52653,81,19,42,0,1,230
8679,8679,2353,51706,66,11,73,0,1,501
8680,8680,6291,89113,78,18,68,0,8,219
8681,8681,9171,60433,77,0,64,0,2,369
8682,8682,7771,28054,195,1,63,1,1,571
8683,8683,2487,38667,63,9,21,0,1,293
8684,8684,12067,41848,116,14,35,0,2,1284
8685,8685,4887,70742,124,3,64,1,1,211
8686,8686,4876,90218,66,15,56,0,3,316
8687,8687,5281,39658,66,32,53,0,7,316
8688,8688,2874,33462,72,7,9,0,1,112
8689,8689,16570,23589,211,30,13,0,6,1012
8690,8690,3490,90985,87,33,39,0,1,78
8691,8691,4599,79284,117,9,59,1,1,156
8692,8692,6952,45190,73,2,38,3,2,525
8693,8693,20864,55424,61,22,94,0,2,216
8694,8694,5345,54668,68,3,41,1,6,326
8695,8695,36897,35857,133,0,59,0,2,638
8696,8696,3709,49664,112,13,33,0,1,1082
8697,8697,5421,25778,68,29,34,0,3,20
8698,8698,8013,43196,66,34,71,0,2,1
8699,8699,7999,61592,107,13,17,0,5,513
8700,8700,3012,42987,77,14,48,0,1,128
8701,8701,4772,20993,133,35,90,0,1,638
8702,8702,5244,68131,130,22,27,0,1,226
8703,8703,18534,16154,62,31,45,1,2,91
8704,8704,2581,29757,65,13,55,0,1,312
8705,8705,6554,74424,81,26,74,0,9,388
8706,8706,2726,48039,68,4,37,0,1,11
8707,8707,6948,19490,196,0,73,2,1,1337
8708,8708,4014,45908,113,35,29,0,1,1305
8709,8709,6784,15866,64,7,5,1,2,460
8710,8710,12547,32857,105,24,15,0,2,504
8711,8711,2495,26689,64,34,23,0,1,424
8712,8712,14789,51817,129,20,78,4,2,712
8713,8713,4411,16195,62,20,88,0,6,446
8714,8714,20925,44342,74,24,60,0,2,355
8715,8715,8396,72392,115,18,80,1,3,552
8716,8716,10010,66371,125,2,75,0,5,43
8717,8717,5646,39841,72,9,40,0,5,440
8718,8718,9082,34430,117,16,51,0,8,232
8719,8719,3580,75333,90,14,44,0,1,289
8720,8720,2478,65744,62,9,77,0,1,166
8721,8721,8428,12180,113,17,62,0,3,675
8722,8722,9095,37937,116,11,42,0,5,556
8723,8723,3164,36686,83,20,32,0,1,398
8724,8724,8984,70670,137,22,68,3,6,1532
8725,8725,41787,46587,119,34,74,2,2,571
8726,8726,7781,57474,97,21,44,0,3,280
8727,8727,4905,46177,61,8,32,0,8,379
8728,8728,2502,50170,66,8,11,0,1,3
8729,8729,6692,63221,168,28,49,0,1,806
8730,8730,4740,80964,72,4,61,1,4,518
8731,8731,5946,81139,74,22,69,0,3,392
8732,8732,5186,84686,73,27,95,1,6,194
8733,8733,5142,35084,72,17,87,0,8,345
8734,8734,10598,20179,133,29,0,1,5,638
8735,8735,8259,20305,76,14,63,1,2,496
8736,8736,2632,99841,65,14,30,0,1,312
8737,8737,12427,15818,107,24,99,0,2,333
8738,8738,13869,28432,118,1,59,0,2,612
8739,8739,2691,33104,70,10,23,1,1,336
8740,8740,3844,26262,97,6,59,0,1,465
8741,8741,6559,46479,94,7,8,0,6,451
8742,8742,8023,34335,101,18,55,0,3,484
8743,8743,5745,32187,165,27,38,0,1,1853
8744,8744,3903,51833,99,1,18,0,1,190
8745,8745,6106,60234,152,14,98,0,1,136
8746,8746,3499,37273,88,10,87,0,1,422
8747,8747,8334,49851,69,4,85,0,2,331
8748,8748,7180,42303,180,24,66,0,1,1210
8749,8749,2265,62427,61,5,21,0,1,292
8750,8750,2917,51622,74,29,32,0,1,355
8751,8751,4871,72648,61,0,78,0,5,120
8752,8752,4669,76157,116,15,80,0,1,556
8753,8753,7614,35045,96,34,47,0,5,420
8754,8754,4102,29392,112,31,21,0,1,537
8755,8755,4743,70082,119,17,23,0,1,571
8756,8756,3539,41339,99,13,87,0,1,1158
8757,8757,3660,64495,92,34,30,0,1,251
8758,8758,6234,36113,82,26,12,0,9,192
8759,8759,11435,12470,103,30,52,1,2,618
8760,8760,23554,31157,100,23,49,0,2,444
8761,8761,4967,28524,62,26,45,0,9,297
8762,8762,7126,22490,90,8,96,0,8,88
8763,8763,5786,44784,73,21,35,1,4,395
8764,8764,8189,72191,68,16,48,0,2,209
8765,8765,6953,43221,87,33,51,0,7,398
8766,8766,3954,18375,103,2,50,1,1,535
8767,8767,5630,72874,70,26,31,0,6,336
8768,8768,4170,90310,104,9,39,0,1,166
8769,8769,11172,14533,63,4,20,0,2,302
8770,8770,5085,31546,65,4,83,0,9,100
8771,8771,9597,38736,81,7,35,0,2,561
8772,8772,8826,28463,113,0,45,2,7,324
8773,8773,6861,30816,87,10,43,0,4,237
8774,8774,4703,55830,137,11,73,0,1,1554
8775,8775,4505,20284,65,14,84,1,3,532
8776,8776,2308,20811,61,33,61,0,1,292
8777,8777,8920,40867,112,21,98,0,7,537
8778,8778,5189,82166,134,9,43,3,1,643
8779,8779,2671,23305,68,25,26,0,1,127
8780,8780,2395,38460,61,11,98,0,1,191
8781,8781,2879,42247,74,4,52,0,1,355
8782,8782,6104,62455,77,27,85,1,5,338
8783,8783,5503,76839,68,12,85,0,3,326
8784,8784,5755,97607,71,2,67,0,9,60
8785,8785,6778,32905,96,2,84,0,9,460
8786,8786,7507,60920,64,10,61,0,2,231
8787,8787,9263,23377,116,15,19,0,3,556
8788,8788,8314,40447,105,1,79,0,6,377
8789,8789,4037,21586,106,6,5,0,1,1056
8790,8790,6438,90035,80,28,38,0,3,141
8791,8791,8041,44986,101,14,83,0,3,624
8792,8792,6405,48131,82,6,86,0,3,393
8793,8793,10394,22601,88,1,41,0,2,633
8794,8794,5994,74284,74,27,5,0,3,268
8795,8795,7787,24664,69,12,15,0,2,496
8796,8796,8005,63357,101,26,42,0,5,565
8797,8797,7200,92169,66,16,77,0,2,316
8798,8798,2458,86761,71,21,8,1,1,511
8799,8799,11665,84978,72,12,51,1,2,166
8800,8800,29706,33907,128,15,37,0,2,1345
8801,8801,16705,74900,208,31,63,0,6,998
8802,8802,2108,24449,61,8,91,0,1,351
8803,8803,6896,67777,68,10,53,0,2,326
8804,8804,9726,72236,80,2,29,0,2,518
8805,8805,3878,84981,96,6,96,0,1,4
8806,8806,43290,23203,132,21,71,0,2,1158
8807,8807,5096,22886,65,9,81,0,3,312
8808,8808,10408,20228,101,3,43,1,2,523
8809,8809,6176,49529,78,4,78,0,3,234
8810,8810,7555,50527,114,19,50,0,3,820
8811,8811,3350,94395,83,7,1,0,1,582
8812,8812,3923,12789,108,2,38,0,1,912
8813,8813,13466,11432,119,11,9,0,2,571
8814,8814,6832,33640,93,7,90,1,5,446
8815,8815,5170,53603,132,30,1,1,1,697
8816,8816,8406,42540,70,10,52,3,2,43
8817,8817,13094,37541,109,10,31,0,2,96
8818,8818,3508,23629,88,15,81,0,1,633
8819,8819,8456,89918,105,15,72,0,9,367
8820,8820,6639,72661,83,17,21,1,4,398
8821,8821,2514,23504,69,19,56,0,1,374
8822,8822,7423,36639,62,16,34,0,2,297
8823,8823,2671,62452,67,1,9,0,1,407
8824,8824,11982,42995,101,10,22,0,2,410
8825,8825,4434,58082,112,31,66,1,1,103
8826,8826,7039,24239,88,25,5,0,8,48
8827,8827,5799,65538,72,24,86,0,3,261
8828,8828,5176,91475,64,28,35,0,3,73
8829,8829,5124,44718,134,13,56,0,1,643
8830,8830,8578,78077,107,11,47,2,6,438
8831,8831,7324,71124,104,10,74,0,7,1114
8832,8832,7891,28422,68,7,63,0,2,453
8833,8833,3919,66676,97,0,40,0,1,558
8834,8834,9778,99364,121,3,37,0,5,580
8835,8835,11014,67575,91,27,85,0,2,401
8836,8836,8621,36694,87,12,12,1,2,417
8837,8837,5620,21142,71,16,79,0,4,79
8838,8838,3799,19925,102,1,99,0,1,489
8839,8839,14748,31226,93,31,68,0,2,446
8840,8840,16979,35095,73,25,56,4,2,525
8841,8841,26462,83615,82,15,88,2,2,511
8842,8842,2254,31372,65,1,51,0,1,312
8843,8843,7619,64749,64,24,59,0,2,302
8844,8844,11211,41121,94,20,56,0,2,451
8845,8845,2570,44940,65,1,67,0,1,284
8846,8846,9553,31439,146,20,14,0,4,1051
8847,8847,5229,69545,65,17,97,0,8,312
8848,8848,9220,54893,136,13,28,0,4,979
8849,8849,13979,33617,117,6,12,0,2,761
8850,8850,5890,76875,73,21,4,0,9,17
8851,8851,4355,68259,64,22,22,0,4,460
8852,8852,2537,29931,68,32,28,0,1,326
8853,8853,11572,94375,166,4,49,0,4,1195
8854,8854,5168,81182,64,3,45,0,8,307
8855,8855,4605,47481,116,20,39,0,1,556
8856,8856,13372,88706,110,14,72,1,2,528
8857,8857,5421,85447,71,23,2,2,3,509
8858,8858,7264,12075,94,16,23,0,5,451
8859,8859,2704,24173,70,16,96,0,1,181
8860,8860,2461,12222,67,8,70,1,1,321
8861,8861,9807,19520,135,18,48,0,4,970
8862,8862,2456,50979,61,25,45,1,1,262
8863,8863,3849,49249,106,10,32,0,1,763
8864,8864,6376,27835,81,18,46,0,3,529
8865,8865,8682,10540,115,33,76,0,3,552
8866,8866,7529,52774,66,16,26,4,2,78
8867,8867,8173,68144,70,29,98,4,2,336
8868,8868,9393,39770,117,11,37,0,3,561
8869,8869,5038,72919,130,20,22,5,1,936
8870,8870,13749,82753,114,3,42,0,2,264
8871,8871,10706,55436,67,7,44,0,2,321
8872,8872,5674,26225,72,16,25,0,7,320
8873,8873,9927,19592,92,31,63,0,2,441
8874,8874,2294,96244,62,5,31,0,1,297
8875,8875,3237,60244,83,3,72,3,1,326
8876,8876,2601,80584,65,33,17,0,1,312
8877,8877,4685,77678,116,32,81,0,1,741
8878,8878,2614,65186,65,29,27,0,1,5
8879,8879,2522,83840,69,3,64,0,1,470
8880,8880,2563,42331,69,13,74,0,1,97
8881,8881,9701,45668,80,7,55,0,2,344
8882,8882,2433,26974,71,31,79,0,1,493
8883,8883,5575,18892,73,33,76,0,5,106
8884,8884,31221,42780,113,10,27,1,2,542
8885,8885,6943,25612,61,12,52,0,2,292
8886,8886,14628,63936,189,7,29,0,5,765
8887,8887,19259,35973,159,0,97,0,2,763
8888,8888,19582,26463,72,28,93,0,2,345
8889,8889,2732,86650,69,7,64,2,1,323
8890,8890,9696,86830,123,18,5,0,3,480
8891,8891,30118,68906,187,2,61,0,2,1053
8892,8892,13083,73060,108,9,78,0,2,518
8893,8893,8123,12617,108,5,43,0,8,648
8894,8894,9067,78250,114,7,66,0,6,547
8895,8895,8693,48893,110,31,26,0,3,787
8896,8896,7519,32397,190,14,95,0,1,334
8897,8897,9189,99443,117,6,6,4,5,228
8898,8898,67907,78310,192,34,18,1,2,151
8899,8899,8696,91423,109,3,71,1,5,435
8900,8900,35444,96853,98,34,68,0,2,565
8901,8901,5165,43461,64,24,47,0,6,307
8902,8902,7849,54431,97,19,62,0,3,284
8903,8903,5140,26952,76,1,0,1,8,364
8904,8904,2615,24914,66,6,90,0,1,138
8905,8905,8550,21733,73,17,37,0,2,525
8906,8906,10056,16097,139,7,6,0,7,1000
8907,8907,3861,93272,95,3,54,0,1,281
8908,8908,2691,34322,70,20,46,2,1,336
8909,8909,2441,12117,65,7,28,0,1,312
8910,8910,4549,23650,61,5,10,2,3,14
8911,8911,4467,31053,64,10,34,0,4,307
8912,8912,6273,18577,86,21,76,0,6,412
8913,8913,3344,33243,85,13,19,0,1,24
8914,8914,8793,72897,73,26,96,0,2,507
8915,8915,26570,51386,100,16,36,0,2,480
